record_id,general_feeling_english,challenges_english,act_impact_english,beh_adapt_english,social_english,improvements_english,change_behavior_english,glasses_use,general_feeling,challenges,act_impact,beh_adapt,social,improvements,change_behavior
THUAS_S011,"Very interesting, but it felt a little clunky","The glasses were heavy, and it was difficult to not have them or the other sensors blocked from ambient light, but paying a little extra attention solves the issue.","Going out, whether in the streets or while running. While running they are in the way, and while in the streets people look at you a lot. I have been asked if I'm wearing a camera more times than I have bothered to count.","I stopped minding other people. There was a lady who seemed to stare a bit disapproving of me in one of the stores I went to, so the best solution was to ignore her.","Many. Some were interested, others poked fun at the glasses. I even have one person at my work who they made uncomfortable even after having explained that it was not a camera.","Smaller sensor, smaller frame. I don't know a lot of people who look good with a chunkier frame for their glasses, but I don't know anyone who feels like they look good with a brick of a sensor on their forehead. As for how a smaller frame would work, I would suggest trying a mechanism similar to clip on sunglasses. That way people can even use their own glasses.","Not quite. I tried to live my life as normally as I would have, save for ignoring strangers a bit more.",TRUE,"Very interesting, but it felt a little clunky","The glasses were heavy, and it was difficult to not have them or the other sensors blocked from ambient light, but paying a little extra attention solves the issue","going out, whether in the streets or while running. While running they are in the way, and while in the streets people look at you a lot. I have been asked if I'm wearing a camera more times than I have bothered to count","I stopped minding other people. There was a lady who seemed to stare a bit disapproving of me in one of the stores I went to, so the best solution was to ignore her.","Many. Some were interested, others poked fun at the glasses. I even have one person at my work who they made uncomfortable even after having explained that it was not a camera","Smaller sensor, smaller frame. I don't know a lot of people who look good with a chunkier frame for their glasses, but I don't know anyone who feels like they look good with a brick of a sensor on their forehead. as for how a smaller frame would work, I would suggest trying a mechanism similar to clip on sunglasses. That way people can even us their own glasses.","Not quite. I tried to live my life as normally as I would have, save for ignoring strangers a bit more."
THUAS_S012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
THUAS_S013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
THUAS_S014,okay,"The glasses are heavy, fall off my nose during household chores like unloading the dishwasher, doing laundry, getting water from the canal. I took the glasses off.","When moving, as long as I sit still it's fine, but as soon as I start shopping or moving around, the glasses slide off.",Stayed at home more.,"Yes, team meetings, walking the dog.","An integrated sensor in the glasses like Google Glass, a more acceptable glasses with less weight.",No,FALSE,okay,"de bril is zwaar, valt van mijn neus bij huishoudelijke werkzaamheden zoals vaatwasser leegruimen, was doen, water uit de gracht halen. Ik zette de bril af.","bij bewegen, zolang ik stil zit gaat het goed, maar zodra ik ga kopen en bewegen, glijdt de bril af",Meer thuis gezeten,"Ja, teamvergaderingen, wandelingen met de hond","een geintegreerde sensor in de bril zoals in de google glassy, een acceptabelere bril met minder gewicht.",Nee
THUAS_S015,"I missed my sunglasses and didn’t like making other people worried that they were being recorded, especially on public transport.",The reflection in the glasses affected my vision; it would be better without lenses.,On public transport.,No.,"Yes, people regularly asked me if I was recording them.","Yes, no glasses at all.",No.,FALSE,ik miste mijn zonnenbril en vond het niet prettig om andere mensen bang te maken dat  ze op worden genomen vooral in het openbaar vervoer,"weerspiegeling in de bril beinvloed het zicht, beter geen glazen",openbaar vervoer,nee,ja mensen voregen regelmatig of ik ze aan het opnemen was,ja helemaal geen bril,nee
THUAS_S016,"This was uncomfortable in public settings due to the attention, and physically it also became quite uncomfortable (I normally don't wear glasses).","Public attention, strange looks, people assumed I was filming. This interfered with some daily tasks like grocery shopping or picking up medication in a hospital setting.","Public transport, stores, pharmacy.",I started wearing them on my collar instead of on my face.,"Yes, most people I met instantly asked about them.",I believe it would be much better if the sensor can be made smaller or less visible.,I was certainly more aware of my evening light/screen exposure and my sleeping hours.,FALSE,"This was uncomfortable in public settings due to the attention, and physically it also became quite unfortable (I normally dont wear glasses).","Public attention, strange looks, people assumed I was filming. This interfered with some daily tasks like grocery shopping or picking up medication in a hospital setting.","Public transport, stores, apothecary",I started wearing them on my collar instead of on my face.,"Yes, most people I met instantly asked about them.",I believe it would be much better if the sensor can be made smaller or less visible.,I was certainly more aware of my evening light/screen exposure and my sleeping hours.
THUAS_S017,Will never do it again,"Headache, can't focus and blurry. Removed the glasses.",Looking at screen and activities like walking,Removed glasses,"Yes, weird looks from people. And laughing friends and family.",Rayban Meta. But I guess then they will have their own light sensor in their glasses too.,Yes. They were not very useful and annoying which made doing the experiment even more annoying.,FALSE,Will never do it again,"headache, can't focus and blurry. Removed the glasses.",looking at screen and activities like walking,removed glasses,yes weird looks from people. And laughing friends and family.,Rayban meta. But I guess then they will have their own light sensor in their glasses too.,yes. they were not very useful and annoying which made doing the experiment even more annoying
THUAS_S018,Uncomfortable,People asked questions about whether the glasses had a camera; I felt sweaty; they were too big; the glasses seemed very cheap and I had difficulty seeing clearly.,"Sports activities, bringing the kids to school, and going to work were the situations where I noticed the most impact.",I did not adapt my behavior.,School and work environments.,Make them lighter and improve the quality of the lenses.,"A bit, for example, I tried to spend less time in front of screens in the evening.",FALSE,Uncomfortable,"people asking questions about whether the glasses had a camera; feel sweaty; too big; very cheap glasses, had difficulty seeing sharp",sport; bringing the kids to school; going to work,nothing,school/work environment,"lighter, better lenses quality","a bit, e.g. I tried to spend less time in front of screens in the evening"
THUAS_S019,I did not wear the glasses since they didn't work together with my prescription glasses.,did not wear the glasses,did not wear the glasses,did not wear the glasses,did not wear the glasses,Maybe make the sensor an add-on for people with prescription glasses.,"No, the questionnaire did not influence my behavior.",TRUE,I did not wear the glasses since they didn't work together with my prescription glasses.,did not wear the glasses,did not wear the glasses,did not wear the glasses,did not wear the glasses,maybe make the sensor an add on for people with prescription glasses,"no, the questionaire did not influence my  behavior."
THUAS_S020,Did not wear the glasses.,Did not wear the glasses.,Did not wear the glasses.,Did not wear the glasses.,Did not wear the glasses.,Did not wear the glasses.,Did not wear the glasses.,TRUE,Did not wear the glasses.,Did not wear the glasses.,Did not wear the glasses.,Did not wear the glasses.,Did not wear the glasses.,Did not wear the glasses.,Did not wear the glasses.
